id,nome,empreendedor,uf,municipio,latitude,longitude,categoria_de_risco_-_cri,dano_potencial_associado_-_dpa,metodo_construtivo_da_back_up_dam
8621,Sul Pilha,VALE S.A.,PA,CANAÃ DOS CARAJÁS,-6.4782222222222225,-50.321361111111116,Baixa,Baixa,Não se aplica a esse tipo de barragem
8190,RECON,MINERACAO SAO FRANCISCO DE ASSIS LTDA,PA,SÃO FÉLIX DO XINGU,-6.831527777777778,-51.991,Média,Baixa,Não se aplica a esse tipo de barragem
8288,Dique Provisorio 01,MINERACAO ONCA PUMA S.A.,PA,SÃO FÉLIX DO XINGU,-6.561861111111111,-51.17113888888888,Baixa,Baixa,Não se aplica a esse tipo de barragem
8289,Dique Provisorio 02,MINERACAO ONCA PUMA S.A.,PA,SÃO FÉLIX DO XINGU,-6.560388888888888,-51.16672222222222,Baixa,Baixa,Não se aplica a esse tipo de barragem
8269,Usina,MINERACAO ONCA PUMA S.A.,PA,OURILÂNDIA DO NORTE,-6.580472222222222,-51.077083333333334,Baixa,Baixa,Não se aplica a esse tipo de barragem
8271,Dique 04,MINERACAO ONCA PUMA S.A.,PA,SÃO FÉLIX DO XINGU,-6.558737777777778,-51.17782888888889,Baixa,Baixa,Não se aplica a esse tipo de barragem
8272,Dique 05,MINERACAO ONCA PUMA S.A.,PA,SÃO FÉLIX DO XINGU,-6.5559569444444445,-51.17348277777778,Baixa,Baixa,Não se aplica a esse tipo de barragem
8606,SANTA TERESA,NOVELIS DO BRASIL LTDA.,MG,DESCOBERTO,-21.46719444444444,-42.88597222222222,Média,Baixa,Não se aplica a esse tipo de barragem
8179,Dique Petrobrás,STRATOS LTDA,SE,ROSÁRIO DO CATETE,-10.653444444444444,-37.03058333333333,Baixa,Baixa,Não se aplica a esse tipo de barragem
8576,BARRAGEM DO LAGARTO,CSN MINERACAO S.A.,MG,CONGONHAS,-20.451651944444443,-43.90656583333333,Baixa,Baixa,Não se aplica a esse tipo de barragem
8460,OURINHOS I,João Gimenes Rodrigues,MT,POCONÉ,-16.119944444444446,-56.587722222222226,Baixa,Baixa,Não se aplica a esse tipo de barragem
8396,LU,José Vicente Nunes Rondon,MT,POCONÉ,-16.24136388888889,-56.604866666666666,Baixa,Baixa,Não se aplica a esse tipo de barragem
8346,BACIA DE SEDIMENTO DA USINA DE TRATAMENTO,MAGNESITA MINERACAO S.A.,BA,BRUMADO,-14.233777777777776,-41.71969444444445,Média,Baixa,Não se aplica a esse tipo de barragem
8476,CHICO,NORAIR NELSON DE SOUZA,MT,POCONÉ,-16.29485277777778,-56.65153333333333,Baixa,Baixa,Não se aplica a esse tipo de barragem
8459,BOM PASTOR,SIDNEI RAFAEL DE SOUZA,MT,POCONÉ,-16.098363888888887,-56.56857777777778,Baixa,Baixa,Não se aplica a esse tipo de barragem
8786,VALE DOURADO,Marcir Norberto Weber,MT,ROSÁRIO OESTE,-14.843541666666667,-56.56296388888889,Média,Baixa,Não se aplica a esse tipo de barragem
8908,Dique 3,MINERACAO CARAIBA S/A,BA,JAGUARARI,-9.830308333333333,-39.82491666666667,Média,Baixa,Não se aplica a esse tipo de barragem
8959,Pond de Emergência,ANGLO AMERICAN MINERIO DE FERRO BRASIL S/A,RJ,SÃO JOÃO DA BARRA,-21.83111111111111,-41.02055555555555,Baixa,Baixa,Não se aplica a esse tipo de barragem
8292,Bacia de Decantação 1,MINERACAO MATHEUS LEME LTDA,MG,MATEUS LEME,-19.934444444444445,-44.47083333333334,Média,Baixa,Não se aplica a esse tipo de barragem
8293,Bacia de Decantação 2,MINERACAO MATHEUS LEME LTDA,MG,MATEUS LEME,-19.934166666666666,-44.47138888888889,Média,Baixa,Não se aplica a esse tipo de barragem
8294,Bacia de Decantação 3,MINERACAO MATHEUS LEME LTDA,MG,MATEUS LEME,-19.933888888888887,-44.471944444444446,Média,Baixa,Não se aplica a esse tipo de barragem
8337,BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVA,MAGNESITA MINERACAO S.A.,MG,UBERABA,-19.410908055555556,-47.957124444444446,Média,Baixa,Não se aplica a esse tipo de barragem
8338,BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVB,MAGNESITA MINERACAO S.A.,MG,UBERABA,-19.41135361111111,-47.957726944444445,Média,Baixa,Não se aplica a esse tipo de barragem
8333,BARRAGEM  USINA BENEFICIAMENTO L7 - IIB,MAGNESITA MINERACAO S.A.,MG,UBERABA,-19.410823055555554,-47.95583777777778,Média,Baixa,Não se aplica a esse tipo de barragem
8350,BARRAGEM USINA BENEFICIAMENTO L7 - IIA,MAGNESITA MINERACAO S.A.,MG,UBERABA,-19.41016111111111,-47.95496305555556,Média,Baixa,Não se aplica a esse tipo de barragem
8351,BARRAGEM USINA BENEFICIAMENTO L8 - IIIA,MAGNESITA MINERACAO S.A.,MG,UBERABA,-19.411454166666665,-47.956608611111115,Média,Baixa,Não se aplica a esse tipo de barragem
8352,BARRAGEM USINA BENEFICIAMENTO L8 - IIIB,MAGNESITA MINERACAO S.A.,MG,UBERABA,-19.40947222222222,-47.95568333333333,Média,Baixa,Não se aplica a esse tipo de barragem
8730,PORTO-4A,ITAQUAREIA INDUSTRIA EXTRATIVA DE MINERIOS LTDA,SP,MOGI DAS CRUZES,-23.562805555555556,-46.267916666666665,Média,Baixa,Não se aplica a esse tipo de barragem
8759,PORTO-4B,ITAQUAREIA INDUSTRIA EXTRATIVA DE MINERIOS LTDA,SP,MOGI DAS CRUZES,-23.56563888888889,-46.27336111111111,Média,Baixa,Não se aplica a esse tipo de barragem
8669,Barragem de Rejeitos de Irecê,COMPANHIA BAIANA DE PESQUISA MINERAL CBPM,BA,IRECÊ,-11.328277777777778,-41.807027777777776,Baixa,Baixa,Não se aplica a esse tipo de barragem
8300,TANQUE DE DECANTAÇÃO,PEDREIRAS BAHIA LTDA,BA,SIMÕES FILHO,-12.85755,-38.40487777777778,Baixa,Baixa,Não se aplica a esse tipo de barragem
8414,Barragem 101,Indústria Carbonífera Rio Deserto Ltda,SC,IÇARA,-28.729166666666664,-49.248333333333335,Baixa,Baixa,Não se aplica a esse tipo de barragem
8548,Quevedo 1,EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA SOCIEDADE UNIPESSOAL LTDA,SP,TATUÍ,-23.354805555555558,-47.730250000000005,Média,Baixa,Não se aplica a esse tipo de barragem
8347,engebrita,Pedreira Engebrita Ltda,SP,SANTOS,-23.881666666666668,-46.31433333333333,Média,Baixa,Não se aplica a esse tipo de barragem
8671,LAGOA FACEL 4 ,CADAM S.A.,PA,ALMEIRIM,-0.9145697222222222,-52.42868583333333,Baixa,Baixa,Não se aplica a esse tipo de barragem
8674,LAGOA FACEL 3,CADAM S.A.,PA,ALMEIRIM,-0.9111158333333333,-52.43246277777777,Baixa,Baixa,Não se aplica a esse tipo de barragem
8639,Barragem do Muriacá,CADAM S.A.,AP,VITÓRIA DO JARI,-0.8940277777777778,-52.364583333333336,Baixa,Baixa,Não se aplica a esse tipo de barragem
8637,Barragem do Felipe,CADAM S.A.,AP,VITÓRIA DO JARI,-0.882888888888889,-52.38111111111111,Baixa,Baixa,Não se aplica a esse tipo de barragem
8681,Barragem B2,HERCULANO MINERACAO LTDA,MG,ITABIRITO,-20.249922222222224,-43.93545833333333,Baixa,Baixa,Não se aplica a esse tipo de barragem
8682,Barragem B3,HERCULANO MINERACAO LTDA,MG,ITABIRITO,-20.251191666666667,-43.93723333333333,Baixa,Baixa,Não se aplica a esse tipo de barragem
8827,BARRAGEM 01,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,RO,CAMPO NOVO DE RONDÔNIA,-10.505,-63.620583333333336,Média,Baixa,Não se aplica a esse tipo de barragem
8828,BARRAGEM 02,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,RO,CAMPO NOVO DE RONDÔNIA,-10.512972222222222,-63.62127777777778,Média,Baixa,Não se aplica a esse tipo de barragem
8829,BARRAGEM SÃO GERALDO,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,PA,SÃO FÉLIX DO XINGU,-6.110194444444444,-52.275277777777774,Média,Baixa,Não se aplica a esse tipo de barragem
8830,BARRAGEM SAO GERALDO 02,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,PA,SÃO FÉLIX DO XINGU,-6.075777777777778,-52.25519444444444,Média,Baixa,Não se aplica a esse tipo de barragem
8831,BARRAGEM TABOQUINHA,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,RO,CUJUBIM,-9.523333333333333,-62.90588888888889,Média,Baixa,Não se aplica a esse tipo de barragem
8832,BARRAGEM TARILÂNDIA 01,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,RO,JARU,-10.822,-62.83394444444445,Média,Baixa,Não se aplica a esse tipo de barragem
8833,BARRAGEM 339,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,RO,MINISTRO ANDREAZZA,-11.158402777777779,-61.611675,Média,Baixa,Não se aplica a esse tipo de barragem
8834,BARRAGEM 341,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,RO,MINISTRO ANDREAZZA,-11.161902777777778,-61.614111111111114,Média,Baixa,Não se aplica a esse tipo de barragem
8835,BARRAGEM URUPA 01,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,RO,URUPÁ,-11.135416666666666,-62.437527777777774,Média,Baixa,Não se aplica a esse tipo de barragem
8976,Barragem 3A - Sedimentação,MSM-MINERACAO SERRA DA MOEDA S.A.,MG,ITABIRITO,-20.377275,-43.91469722222222,Média,Baixa,Não se aplica a esse tipo de barragem
8977,Barragem 3B - Sedimentação,MSM-MINERACAO SERRA DA MOEDA S.A.,MG,ITABIRITO,-20.37808888888889,-43.91542777777778,Média,Baixa,Não se aplica a esse tipo de barragem
8978,Barragem 4 - Acumulação,MSM-MINERACAO SERRA DA MOEDA S.A.,MG,ITABIRITO,-20.377702777777777,-43.91509444444444,Média,Baixa,Não se aplica a esse tipo de barragem
8983,barragem 7 - Dique Filtrante,MSM-MINERACAO SERRA DA MOEDA S.A.,MG,ITABIRITO,-20.379427777777778,-43.91690277777778,Média,Baixa,Não se aplica a esse tipo de barragem
8984,Barragem 8 - Dique Filtrante,MSM-MINERACAO SERRA DA MOEDA S.A.,MG,ITABIRITO,-20.380666666666666,-43.91750833333333,Média,Baixa,Não se aplica a esse tipo de barragem
8985,Barragem 9 - Dique Filtrante,MSM-MINERACAO SERRA DA MOEDA S.A.,MG,ITABIRITO,-20.38071111111111,-43.91925833333333,Média,Baixa,Não se aplica a esse tipo de barragem
8980,Barragem 5 - Captação,MSM-MINERACAO SERRA DA MOEDA S.A.,MG,ITABIRITO,-20.3795,-43.916916666666665,Média,Baixa,Não se aplica a esse tipo de barragem
8981,Barragem 6 - Dique Filtrante,MSM-MINERACAO SERRA DA MOEDA S.A.,MG,ITABIRITO,-20.37718611111111,-43.91268888888889,Média,Baixa,Não se aplica a esse tipo de barragem
8675,42,MINERACAO TABOCA S A,AM,PRESIDENTE FIGUEIREDO,-0.7235277777777778,-60.19672222222222,Média,Baixa,Não se aplica a esse tipo de barragem
8676,68-1,MINERACAO TABOCA S A,AM,PRESIDENTE FIGUEIREDO,-0.7404166666666666,-60.20141666666667,Média,Baixa,Não se aplica a esse tipo de barragem
8677,69,MINERACAO TABOCA S A,AM,PRESIDENTE FIGUEIREDO,-0.7431944444444444,-60.20141666666667,Média,Baixa,Não se aplica a esse tipo de barragem
8678,75-1,MINERACAO TABOCA S A,AM,PRESIDENTE FIGUEIREDO,-0.7615555555555555,-60.20597222222222,Média,Baixa,Não se aplica a esse tipo de barragem
8673,30-1,MINERACAO TABOCA S A,AM,PRESIDENTE FIGUEIREDO,-0.707111111111111,-60.19252777777778,Média,Baixa,Não se aplica a esse tipo de barragem
8668,22,MINERACAO TABOCA S A,AM,PRESIDENTE FIGUEIREDO,-0.7386388888888888,-60.16738888888889,Média,Baixa,Não se aplica a esse tipo de barragem
8771,189,MINERACAO TABOCA S A,AM,PRESIDENTE FIGUEIREDO,-0.7895555555555556,-60.01302777777778,Média,Baixa,Não se aplica a esse tipo de barragem
8626,Barragem 1,COMPANHIA MINERADORA DO PIROCLORO DE ARAXA,MG,ARAXÁ,-19.65972222222222,-46.926944444444445,Baixa,Baixa,Não se aplica a esse tipo de barragem
8549,TABOÃO 01,EXTRACAO DE AREIA TABOAO LTDA,SP,MOGI DAS CRUZES,-23.398166666666665,-46.20483333333333,Média,Baixa,Não se aplica a esse tipo de barragem
8550,TABOÃO 02,EXTRACAO DE AREIA TABOAO LTDA,SP,MOGI DAS CRUZES,-23.3955,-46.20483333333333,Média,Baixa,Não se aplica a esse tipo de barragem
8510,Barragem B3,MINERACAO GERAL DO BRASIL S/A,MG,BRUMADINHO,-20.067444444444444,-44.02302777777778,Média,Baixa,Não se aplica a esse tipo de barragem
8467,Dique de Contenção Pilha de Estéril MMR,CSN CIMENTOS BRASIL S.A. Filial: CSN CIMENTOS BRASIL S.A.,MG,PRADOS,-21.191055555555558,-43.99125,Média,Baixa,Não se aplica a esse tipo de barragem
8540,Barramento 1 ,MINERADORA PEDRIX LTDA,SP,CAIEIRAS,-23.393072222222223,-46.77502777777778,Média,Baixa,Não se aplica a esse tipo de barragem
8734,Dique Santa Rita,ATLANTIC NICKEL MINERACAO LTDA,BA,ITAGIBÁ,-14.196540833333334,-39.691649722222216,Média,Baixa,Não se aplica a esse tipo de barragem
8780,BARRAGEM DE DEPOSIÇÃO DE LAMA,XILOLITE S/A,BA,BRUMADO,-14.097930555555557,-41.68920555555555,Média,Baixa,Não se aplica a esse tipo de barragem
8617,D-2,Mineração Pedra Menina Ltda,MG,SENADOR MODESTINO GONÇALVES,-17.96846111111111,-43.169777777777774,Baixa,Baixa,Não se aplica a esse tipo de barragem
8614,D-1,Mineração Pedra Menina Ltda,MG,SENADOR MODESTINO GONÇALVES,-17.968313888888886,-43.169013888888884,Baixa,Baixa,Não se aplica a esse tipo de barragem
8624,D-3,Mineração Pedra Menina Ltda,MG,SENADOR MODESTINO GONÇALVES,-17.96865833333333,-43.16974444444444,Baixa,Baixa,Não se aplica a esse tipo de barragem
8610,TANQUE DE LAMA ,CONCRESAND MINERACAO E TRANSPORTE LTDA,SP,BOFETE,-23.1885,-48.351333333333336,Média,Baixa,Não se aplica a esse tipo de barragem
8905,CAMC,MINERADORA PONTE ALTA LTDA,SP,MOGI DAS CRUZES,-23.401277777777775,-46.20541666666667,Baixa,Baixa,Não se aplica a esse tipo de barragem
8948,Guará 2,MINERADORA PONTE ALTA LTDA,SP,GUARAREMA,-23.392305555555556,-46.136361111111114,Média,Baixa,Não se aplica a esse tipo de barragem
8622,Piteiras,Piteiras Mineração Ltda.,MG,ITABIRA,-19.69236111111111,-43.112861111111116,Média,Baixa,Não se aplica a esse tipo de barragem
8615,CAMPOS,MARCELO BOZETTI,MT,POCONÉ,-16.17586111111111,-56.59447222222222,Baixa,Baixa,Não se aplica a esse tipo de barragem
8721,Barragem Santa Helena,COMPANHIA BRASILEIRA DE BENTONITA LTDA,BA,VITÓRIA DA CONQUISTA,-14.811214722222223,-41.004976944444444,Média,Baixa,Não se aplica a esse tipo de barragem
8688,RIO BRANCO,MINERAIS & METAIS COMERCIO E INDUSTRIA LTDA Filial: MINERAIS & METAIS COMERCIO E INDUSTRIA LTDA,RO,RIO CRESPO,-9.770694444444445,-62.74063888888889,Baixa,Baixa,Não se aplica a esse tipo de barragem
8951,TD2,DISK-BASE EXT.DE AREIA E COM.DE MAT.P/CONST.LTDA,SP,ALAMBARI,-23.579560833333332,-47.82935472222223,Média,Baixa,Não se aplica a esse tipo de barragem
8747,TANQUE DE DECANTAÇÃO,Mineração Santa Luzia de Aguaí Ltda,SP,AGUAÍ,-21.996222222222222,-47.16858333333333,Média,Baixa,Não se aplica a esse tipo de barragem
8748,TANQUE DE DECANTAÇÃO 2,Mineração Santa Luzia de Aguaí Ltda,SP,AGUAÍ,-21.996166666666667,-47.16780555555555,Média,Baixa,Não se aplica a esse tipo de barragem
9081,MNP-01,Mineração Nova Petrópolis Ltda.,RS,NOVA PETRÓPOLIS,-29.346666666666664,-51.19166666666666,Baixa,Baixa,Não se aplica a esse tipo de barragem
8902,GERAIS,MINERACOES GERAIS LTDA,MG,INHAÚMA,-19.582444444444445,-44.41141666666667,Média,Baixa,Não se aplica a esse tipo de barragem
8995,803.285/2014,PLINIO ALMEIDA BOSON & CIA LTDA,PI,SÃO LOURENÇO DO PIAUÍ,-9.236055555555554,-42.57811111111111,Média,Baixa,Não se aplica a esse tipo de barragem
8826,QUIXABA USINA,"ROZEN MINERADORA, CONSULTORIA E ASSESSORIA EM GESTAO EMPRESARIAL LTDA",PB,VÁRZEA,-6.80975,-37.006166666666665,Média,Baixa,Não se aplica a esse tipo de barragem
8957,Dique 01 de Terra,ARCELORMITTAL BRASIL S.A.,MG,ITATIAIUÇU,-20.138711944444445,-44.40083083333333,Baixa,Baixa,Não se aplica a esse tipo de barragem
8958,Dique 2 de Concreto,ARCELORMITTAL BRASIL S.A.,MG,ITATIAIUÇU,-20.138583333333333,-44.400749999999995,Média,Baixa,Não se aplica a esse tipo de barragem
8942,Dique 01 - Serra Azul,Minerita Minérios Itaúna Ltda.,MG,MATEUS LEME,-20.119794444444445,-44.38552222222222,Média,Baixa,Não se aplica a esse tipo de barragem
8943,Dique 02 - Pitangui,Minerita Minérios Itaúna Ltda.,MG,MATEUS LEME,-20.12368888888889,-44.37551666666667,Média,Baixa,Não se aplica a esse tipo de barragem
8944,Dique 06 - Véu da Noiva Jusante,Minerita Minérios Itaúna Ltda.,MG,ITATIAIUÇU,-20.131516666666666,-44.375011111111114,Média,Baixa,Não se aplica a esse tipo de barragem
8945,Dique 08 - Pátio CMC,Minerita Minérios Itaúna Ltda.,MG,ITATIAIUÇU,-20.13359722222222,-44.37956944444444,Média,Baixa,Não se aplica a esse tipo de barragem
8946,Dique de Concreto,Minerita Minérios Itaúna Ltda.,MG,ITATIAIUÇU,-20.13189722222222,-44.37663888888889,Média,Baixa,Não se aplica a esse tipo de barragem
8877,Rejeito,Vantage Brasil Mineração Ltda.,MT,JUÍNA,-11.313396944444445,-59.086264722222225,Média,Baixa,Não se aplica a esse tipo de barragem
9006,BARRAGEM  BLOCO NORTE ,ANGELO CARLOS VICARI JUNIOR,MT,NOVA SANTA HELENA,-10.686652777777779,-54.82438055555556,Baixa,Baixa,Não se aplica a esse tipo de barragem
9008,BARRAGEM BLOCO  SUL ,ANGELO CARLOS VICARI JUNIOR,MT,NOVA SANTA HELENA,-10.686322222222222,-54.82423888888889,Média,Baixa,Não se aplica a esse tipo de barragem
8922,CHAPADINHA 221,UILSON ROMANHA & CIA LTDA,SP,ITAPETININGA,-23.651527777777776,-47.99236111111111,Média,Baixa,Não se aplica a esse tipo de barragem
8925,PIRAPORÃO 138 II,UILSON ROMANHA & CIA LTDA,SP,SALTO DE PIRAPORA,-23.62836111111111,-47.622,Baixa,Baixa,Não se aplica a esse tipo de barragem
8927,PIRAPORÃO 138 III,UILSON ROMANHA & CIA LTDA,SP,SALTO DE PIRAPORA,-23.631555555555558,-47.621805555555554,Baixa,Baixa,Não se aplica a esse tipo de barragem
8930,SANGUINETE,Mineração Sanguinete Ltda,MG,DIAMANTINA,-18.009055555555555,-43.76891666666666,Média,Baixa,Não se aplica a esse tipo de barragem
9007,BACIA DE REJEITO MINERGOLD,Marcelo Busnardo EPP,MT,NOSSA SENHORA DO LIVRAMENTO,-15.696527777777778,-56.33391666666667,Média,Baixa,Não se aplica a esse tipo de barragem
8931,Barragem Salinas 1,SALINAS GOLD MINERACAO LTDA,MT,NOSSA SENHORA DO LIVRAMENTO,-16.18325,-56.41858333333333,Média,Baixa,Não se aplica a esse tipo de barragem
9026,Santa Líbera,Cooperativa de Extração de Carvão Mineral dos Trabalhadores de Criciúma,SC,FORQUILHINHA,-28.738500000000002,-49.425888888888885,Média,Baixa,Não se aplica a esse tipo de barragem
8963,Dique 03,MINERACAO COMISA LTDA,MG,BRUMADINHO,-20.1216,-44.31937222222223,Média,Baixa,Não se aplica a esse tipo de barragem
8988,Bacuri,Mineração Vila Nova Ltda,AP,MAZAGÃO,0.37949999999999995,-51.72277777777778,Média,Baixa,Não se aplica a esse tipo de barragem
8993,SAMACA,Mineração Vila Nova Ltda,AP,MAZAGÃO,0.3516111111111111,-51.83786111111112,Média,Baixa,Não se aplica a esse tipo de barragem
9011,BARRAGEM,SERRA ALTA MINERACAO LTDA,TO,MONTE DO CARMO,-10.760492777777777,-48.08072555555556,Baixa,Baixa,Não se aplica a esse tipo de barragem
9019,REJEITO USINA,ORO AMAPA MINERACAO,AP,CALÇOENE,2.285833333333333,-51.63333333333333,Média,Baixa,Não se aplica a esse tipo de barragem
9043,Bacia de Conteção de Finos da PDE-A Norte,GERDAU ACOMINAS S/A,MG,ITABIRITO,-20.278388888888887,-43.930861111111106,Baixa,Baixa,Não se aplica a esse tipo de barragem
9044,Bacia de Conteção de Finos da PDE-A Sul,GERDAU ACOMINAS S/A,MG,ITABIRITO,-20.282999999999998,-43.927277777777775,Baixa,Baixa,Não se aplica a esse tipo de barragem
9110,Reservatório 01,WHITE SOLDER METALURGIA E MINERACAO LTDA Filial: WHITE SOLDER METALURGIA E MINERACAO LTDA,RO,RIO CRESPO,-9.622277777777779,-63.06086111111111,Média,Baixa,Não se aplica a esse tipo de barragem
9059,Dique 4 (Barragem 3 - Bota fora),PEDREIRA SARGON LTDA,SP,SANTA ISABEL,-23.356805555555557,-46.275333333333336,Média,Baixa,Não se aplica a esse tipo de barragem
9080,RESERVATÓRIO 01,NORTE SUL TERRAPLENAGEM E COMERCIO LTDA,RO,VILHENA,-12.932583333333334,-60.34952777777778,Média,Baixa,Não se aplica a esse tipo de barragem
9083,RESERVATÓRIO 01,FARIAS & RODRIGUES LTDA,RO,VILHENA,-12.95253611111111,-60.408249999999995,Média,Baixa,Não se aplica a esse tipo de barragem
9091,Bacia 01,ARCELORMITTAL BRASIL S.A.,MG,BELA VISTA DE MINAS,-19.784722222222225,-43.192027777777774,Média,Baixa,Não se aplica a esse tipo de barragem
9092,Bacia 07,ARCELORMITTAL BRASIL S.A.,MG,BELA VISTA DE MINAS,-19.78311111111111,-43.18311111111111,Média,Baixa,Não se aplica a esse tipo de barragem
9093,Bacia 08,ARCELORMITTAL BRASIL S.A.,MG,BELA VISTA DE MINAS,-19.784972222222223,-43.180166666666665,Média,Baixa,Não se aplica a esse tipo de barragem
9094,Bacia 09,ARCELORMITTAL BRASIL S.A.,MG,BELA VISTA DE MINAS,-19.777177777777776,-43.189425,Média,Baixa,Não se aplica a esse tipo de barragem
9095,Bacia 15,ARCELORMITTAL BRASIL S.A.,MG,BELA VISTA DE MINAS,-19.77631472222222,-43.191047777777776,Média,Baixa,Não se aplica a esse tipo de barragem
9096,Bacia 16,ARCELORMITTAL BRASIL S.A.,MG,BELA VISTA DE MINAS,-19.78609777777778,-43.17279694444444,Média,Baixa,Não se aplica a esse tipo de barragem
9097,Bacia 17,ARCELORMITTAL BRASIL S.A.,MG,BELA VISTA DE MINAS,-19.783826944444446,-43.165212777777775,Média,Baixa,Não se aplica a esse tipo de barragem
9111,RESERVATÓRIO 01,PORTO COMERCIO DE AREIA LTDA,RO,VILHENA,-12.95975,-60.287638888888885,Média,Baixa,Não se aplica a esse tipo de barragem
9155,RESERVATÓRIO 02,MULLER & CIA LTDA,RO,VILHENA,-12.804852777777779,-60.364444444444445,Média,Baixa,Não se aplica a esse tipo de barragem
9153,RESERVATÓRIO 01,MULLER & CIA LTDA,RO,VILHENA,-12.897444444444444,-60.42258333333333,Média,Baixa,Não se aplica a esse tipo de barragem
9124,BARRAGEM DA USINA,"EMPRESA DE MINERACAO, EXPORTACAO E PESQUISA DO AMAPA LTDA",AP,CALÇOENE,2.321194444444444,-51.69058333333333,Média,Baixa,Não se aplica a esse tipo de barragem
9129,Medrado 1,CIA DE FERRO LIGAS DA BAHIA FERBASA,BA,ANDORINHA,-10.314166666666667,-39.76722222222222,Média,Baixa,Não se aplica a esse tipo de barragem
9130,Medrado 2,CIA DE FERRO LIGAS DA BAHIA FERBASA,BA,ANDORINHA,-10.314916666666667,-39.76583333333333,Média,Baixa,Não se aplica a esse tipo de barragem
9131,Medrado 3,CIA DE FERRO LIGAS DA BAHIA FERBASA,BA,ANDORINHA,-10.315555555555557,-39.76583333333333,Média,Baixa,Não se aplica a esse tipo de barragem
9135,Dique de Sedimentos da PDE Cava Sul,FERRO + MINERACAO S.A.,MG,CONGONHAS,-20.436508333333332,-43.87179166666667,Baixa,Baixa,Não se aplica a esse tipo de barragem
9137,CSO1,SALOBO METAIS S/A,PA,CANAÃ DOS CARAJÁS,-6.408027777777778,-50.04416666666666,Baixa,Baixa,Não se aplica a esse tipo de barragem
9138,PN - 1,SALOBO METAIS S/A,PA,CANAÃ DOS CARAJÁS,-6.405722222222223,-50.057111111111105,Baixa,Baixa,Não se aplica a esse tipo de barragem
9139,PN - 3,SALOBO METAIS S/A,PA,CANAÃ DOS CARAJÁS,-6.402594722222222,-50.075408888888894,Baixa,Baixa,Não se aplica a esse tipo de barragem
9140,PN - 4,SALOBO METAIS S/A,PA,CANAÃ DOS CARAJÁS,-6.411516944444445,-50.033252777777776,Baixa,Baixa,Não se aplica a esse tipo de barragem
9141,PN - 6,SALOBO METAIS S/A,PA,CANAÃ DOS CARAJÁS,-6.405993888888889,-50.084200833333334,Baixa,Baixa,Não se aplica a esse tipo de barragem
9143,PS -1,SALOBO METAIS S/A,PA,CANAÃ DOS CARAJÁS,-6.433861111111112,-50.048361111111106,Baixa,Baixa,Não se aplica a esse tipo de barragem
9146,13 - AN,MINERACAO JUNDU LTDA,SP,ANALÂNDIA,-22.15502083333333,-47.63945138888889,Média,Baixa,Não se aplica a esse tipo de barragem
9172,Queimada ,METALMIG MINERACAO INDUSTRIA E COMERCIO S/A,RO,ITAPUÃ DO OESTE,-9.467722222222223,-63.07194444444445,Média,Baixa,Não se aplica a esse tipo de barragem
9212,Barragem Morro Pelado,BRASIL MINERIOS S/A,GO,SÃO LUÍS DE MONTES BELOS,-16.39388888888889,-50.38366666666666,Média,Baixa,Não se aplica a esse tipo de barragem
9240,Boa Sorte,EMPRESA MINERADORA BOA SORTE LTDA,SP,MOGI DAS CRUZES,-23.411944444444444,-46.21188888888889,Média,Baixa,Não se aplica a esse tipo de barragem
9244,Sedimentação de finos,EXTRAÇÃO E COMÉRCIO DE AREIA BOFETE LTDA,SP,BOFETE,-23.120833333333334,-48.2265,Média,Baixa,Não se aplica a esse tipo de barragem
9237,CAVA 1,L PAVAN & CIA LTDA,SP,SÃO PAULO,-23.785111111111114,-46.696777777777775,Média,Baixa,Não se aplica a esse tipo de barragem
9238,CAVA 2,L PAVAN & CIA LTDA,SP,SÃO PAULO,-23.782916666666665,-46.69880555555555,Média,Baixa,Não se aplica a esse tipo de barragem
9226,Deposito de Finos Porto de Areia Serramar,AGROPECUARIA SERRAMAR LTDA,SP,CARAGUATATUBA,-23.659,-45.52066666666666,Média,Baixa,Não se aplica a esse tipo de barragem
9214,Fiori,Empresa de Mineração Fiori do Taboão Ltda.,SP,MOGI DAS CRUZES,-23.404444444444444,-46.19847222222222,Baixa,Baixa,Não se aplica a esse tipo de barragem
9220,decantação de finos / reservatorio agua processo,MINERADORA AREIA NOVA LTDA,SP,BOFETE,-23.17813888888889,-48.34652777777778,Média,Baixa,Não se aplica a esse tipo de barragem
